,City Name,Country Code,Latitude,Longitude,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
447,novyy urengoy,ru,66.08,76.63,-3.35,75.0,36.0,7.94
448,qasigiannguit,gl,68.82,-51.19,23.0,79.0,20.0,4.7
449,mandan,us,46.83,-100.89,32.04,100.0,75.0,5.82
450,sorland,no,67.67,12.69,32.0,100.0,75.0,29.97
452,yeppoon,au,-23.13,150.74,75.2,88.0,40.0,4.7
453,shenjiamen,cn,29.96,122.3,54.44,97.0,92.0,13.76
454,bucksport,us,33.66,-79.1,64.11,59.0,40.0,11.41
455,grande-synthe,fr,51.01,2.3,32.0,90.0,64.0,12.75
456,nuuk,gl,64.17,-51.74,48.2,39.0,5.0,13.87
457,mount isa,au,-20.73,139.49,71.6,78.0,0.0,2.24
458,westerland,de,52.89,4.93,31.64,94.0,0.0,24.16
459,massena,us,44.93,-74.89,25.43,29.0,1.0,9.17
460,touros,br,-5.2,-35.46,82.07,79.0,44.0,11.18
461,klamath falls,us,42.22,-121.78,39.2,60.0,40.0,6.93
463,cap malheureux,mu,-19.98,57.61,80.6,88.0,40.0,13.87
464,sao filipe,cv,14.9,-24.5,71.36,93.0,12.0,17.45
465,allapalli,in,19.43,80.06,71.18,82.0,8.0,2.46
466,broome,au,52.47,1.45,33.08,59.0,75.0,16.11
467,najran,sa,17.54,44.22,75.2,19.0,0.0,5.7
468,monticello,us,45.31,-93.79,41.0,60.0,90.0,4.59
469,fillmore,us,34.4,-118.91,58.73,44.0,1.0,13.87
470,nizhniy ingash,ru,56.2,96.53,11.87,68.0,0.0,2.57
471,plettenberg bay,za,-34.05,23.37,65.69,99.0,8.0,14.99
472,tautira,pf,-17.73,-149.15,84.2,70.0,75.0,4.7
473,westport,nz,53.8,-9.52,32.0,85.0,75.0,14.99
474,moyale,et,3.52,39.05,63.35,89.0,12.0,2.68
475,sindor,ru,62.87,51.9,-13.97,62.0,0.0,4.7
476,sitka,us,37.17,-99.65,56.69,70.0,92.0,12.64
477,koumac,nc,-20.56,164.28,78.56,92.0,8.0,4.47
478,tezu,in,27.93,96.16,47.33,71.0,0.0,1.79
479,udachnyy,ru,66.42,112.4,-5.33,80.0,80.0,5.93
480,tarnogskiy gorodok,ru,60.5,43.58,7.28,76.0,68.0,15.66
481,lakhimpur,in,27.24,94.1,54.98,94.0,0.0,3.58
482,goderich,sl,43.74,-81.71,36.98,68.0,0.0,13.65
485,fasa,ir,28.94,53.65,51.8,32.0,0.0,2.68
486,sarankhola,bd,22.31,89.79,68.84,93.0,0.0,1.12
487,berdigestyakh,ru,62.1,126.7,-11.54,56.0,12.0,7.05
488,valle hermoso,mx,25.67,-97.82,86.34,58.0,90.0,8.05
489,rapid valley,us,44.06,-103.15,32.31,86.0,75.0,27.51
490,mvuma,zw,-19.28,30.53,61.1,87.0,48.0,9.95
491,camocim,br,-2.9,-40.84,80.99,77.0,36.0,8.95
492,rabo de peixe,pt,37.8,-25.58,62.6,93.0,40.0,12.75
493,port macquarie,au,-31.43,152.91,66.2,93.0,0.0,2.24
494,shimoda,jp,34.7,138.93,51.8,87.0,75.0,4.7
495,winnemucca,us,40.97,-117.74,33.8,69.0,1.0,3.36
497,brokopondo,sr,5.06,-54.98,84.2,66.0,40.0,13.87
500,kaeo,nz,-35.1,173.78,67.58,92.0,92.0,13.2
501,tabas,ir,33.6,56.92,45.08,99.0,92.0,4.14
502,alofi,nu,-19.06,-169.92,82.4,74.0,40.0,4.7
504,causapscal,ca,48.35,-67.23,12.86,63.0,64.0,10.18
505,kristianstad,se,56.03,14.16,21.2,92.0,0.0,2.24
506,naryan-mar,ru,67.67,53.09,-13.79,63.0,48.0,2.8
507,agadez,ne,16.97,7.99,72.17,16.0,0.0,6.82
508,warangal,in,17.99,79.6,69.56,64.0,20.0,5.26
510,fairbanks,us,64.84,-147.72,24.21,79.0,90.0,3.36
511,rawson,ar,-43.3,-65.11,73.16,25.0,0.0,18.01
512,namatanai,pg,-3.66,152.44,80.81,100.0,44.0,14.43
513,deputatskiy,ru,69.3,139.9,-38.9,77.0,0.0,2.8
514,nivala,fi,63.93,24.96,25.55,72.0,0.0,8.16
515,ovalle,cl,-30.6,-71.2,68.84,79.0,0.0,3.8
516,ekhabi,ru,53.51,142.97,-3.35,76.0,0.0,13.2
517,mporokoso,zm,-9.37,30.12,63.62,94.0,32.0,2.24
519,biltine,td,14.53,20.93,69.74,23.0,0.0,7.72
520,guaruja,br,-23.99,-46.26,85.32,69.0,20.0,11.41
521,binzhou,cn,37.38,117.96,30.68,86.0,44.0,4.14
523,northam,au,51.04,-4.21,29.3,86.0,75.0,14.99
524,isiro,cd,2.77,27.62,74.06,79.0,36.0,3.91
525,lufilufi,ws,-13.87,-171.6,84.41,100.0,64.0,8.72
526,walvis bay,na,-22.95,14.51,64.4,72.0,8.0,3.36
527,cockburn town,bs,21.46,-71.14,75.59,100.0,56.0,4.14
528,pisco,pe,-13.71,-76.2,78.8,61.0,0.0,25.28
529,polunochnoye,ru,60.87,60.43,6.29,71.0,64.0,9.62
530,ambanja,mg,-13.68,48.45,69.74,100.0,92.0,2.35
531,gazojak,tm,41.19,61.4,42.29,90.0,8.0,6.93
532,pacific grove,us,36.62,-121.92,56.28,54.0,1.0,9.17
533,teya,ru,21.05,-89.07,100.4,24.0,20.0,9.17
534,rocky mount,us,35.94,-77.8,56.95,35.0,1.0,5.37
535,podor,sn,16.65,-14.96,79.82,18.0,0.0,10.18
536,lagos,ng,6.46,3.39,84.2,74.0,20.0,4.7
537,sorong,id,-0.86,131.25,81.08,100.0,32.0,13.42
538,tupik,ru,54.43,119.94,-1.82,65.0,0.0,2.35
540,izumo,jp,35.37,132.75,51.8,87.0,90.0,1.12
541,azanka,ru,58.04,64.79,33.29,93.0,88.0,10.4
542,letlhakane,bw,-21.42,25.59,68.48,67.0,0.0,11.18
544,mont-dore,nc,-22.23,166.53,75.2,78.0,20.0,6.15
545,cangzhou,cn,38.3,116.85,32.66,90.0,32.0,2.91
546,dryden,ca,49.79,-92.84,30.2,63.0,90.0,13.87
547,manta,ec,45.1,24.1,38.24,96.0,80.0,4.7
548,atherton,au,53.52,-2.49,32.38,76.0,90.0,12.75
549,sumenep,id,-7.02,113.87,80.81,100.0,56.0,3.8
550,high level,ca,58.52,-117.13,26.6,58.0,20.0,9.17
551,ati,td,13.21,18.34,73.79,16.0,0.0,7.61
552,tilichiki,ru,60.47,166.1,-0.02,74.0,36.0,3.36
553,klaksvik,fo,62.23,-6.59,39.2,69.0,68.0,12.75
554,freeport,us,26.54,-78.7,78.8,65.0,20.0,12.75
555,batemans bay,au,-35.71,150.18,61.46,99.0,0.0,2.13
556,haverhill,us,52.08,0.44,32.52,64.0,90.0,11.41
557,esso,ru,55.93,158.7,0.98,81.0,64.0,2.8
558,diamantino,br,-14.4,-56.44,87.29,64.0,12.0,3.13
559,ambon,id,47.55,-2.56,37.4,64.0,0.0,5.82
560,namie,jp,37.52,140.86,46.16,92.0,88.0,5.59
561,pangkalanbuun,id,-2.68,111.62,73.25,92.0,48.0,1.12
562,eyl,so,7.98,49.82,75.77,100.0,88.0,11.74
563,sisimiut,gl,66.94,-53.67,11.78,91.0,8.0,2.13
564,sinegorye,ru,62.09,150.53,-18.83,73.0,48.0,2.24
567,bowen,au,-20.01,148.25,69.8,100.0,32.0,5.82
568,smithers,ca,54.78,-127.17,37.4,69.0,40.0,3.36
569,taoudenni,ml,22.68,-3.98,63.71,21.0,0.0,5.48
570,dingle,ie,11.0,122.67,75.5,94.0,44.0,9.95
571,itarema,br,-2.92,-39.92,81.17,77.0,20.0,8.61
572,whitehorse,ca,60.72,-135.06,33.8,64.0,75.0,13.87
573,puro,ph,13.13,123.76,73.25,100.0,80.0,3.02
574,narsaq,gl,60.91,-46.05,46.4,33.0,76.0,43.62
575,normandin,ca,48.84,-72.53,14.0,43.0,20.0,16.11
576,ancud,cl,-41.87,-73.83,56.51,85.0,80.0,6.93
577,kingsport,us,36.55,-82.56,58.26,51.0,1.0,3.36
578,morozovsk,ru,48.35,41.83,17.99,91.0,92.0,14.2
579,baherden,tm,38.44,57.43,45.89,100.0,56.0,3.58
580,jaisalmer,in,26.91,70.91,69.74,44.0,24.0,3.58
581,sadri,in,25.19,73.45,69.2,40.0,12.0,2.01
582,blagoyevo,ru,63.37,47.92,-1.1,77.0,80.0,6.71
583,sai buri,th,6.7,101.62,76.49,92.0,68.0,3.69
585,navirai,br,-23.07,-54.19,91.52,59.0,48.0,5.14
586,safranbolu,tr,41.25,32.69,58.04,52.0,68.0,4.14
587,lorengau,pg,-2.02,147.27,81.62,100.0,12.0,8.61
589,ust-ordynskiy,ru,52.8,104.75,23.0,85.0,0.0,4.47
590,springbok,za,-29.67,17.88,55.79,44.0,0.0,4.14
591,sabang,id,13.72,123.58,77.57,98.0,80.0,7.38
592,trapani,it,38.02,12.54,53.58,87.0,75.0,16.11
593,barra,br,-11.09,-43.14,82.25,62.0,20.0,5.14
594,salinas,ec,36.67,-121.66,55.38,54.0,1.0,3.36
595,bryan,us,30.67,-96.37,77.47,73.0,90.0,9.17
596,kamaishi,jp,39.28,141.86,43.28,71.0,92.0,7.83
598,makakilo city,us,21.35,-158.09,74.88,94.0,90.0,12.75
599,fort nelson,ca,58.81,-122.69,33.8,59.0,75.0,3.36
600,barra do garcas,br,-15.89,-52.26,84.32,77.0,12.0,2.91
602,iwanai,jp,42.97,140.51,37.88,100.0,92.0,18.68
603,siocon,ph,11.03,124.04,80.18,100.0,32.0,8.28
604,bagh,in,33.98,73.78,44.45,57.0,92.0,2.01
605,chapais,ca,49.78,-74.86,10.4,55.0,90.0,13.87
606,sao gotardo,br,-19.31,-46.05,78.83,76.0,20.0,3.02
607,brownsville,us,25.91,-97.49,86.0,58.0,90.0,8.05
608,callaway,us,46.98,-95.91,36.7,100.0,90.0,4.25
609,gushikawa,jp,26.35,127.87,64.72,93.0,20.0,8.28
610,santa isabel do rio negro,br,-0.41,-65.02,91.97,51.0,8.0,8.16
611,neryungri,ru,56.66,124.71,-2.09,54.0,36.0,11.41
612,morris,ca,41.36,-88.42,52.02,37.0,1.0,4.7
613,manapparai,in,10.61,78.42,78.8,83.0,20.0,3.36
614,cantapoy,ph,9.49,125.44,77.66,100.0,56.0,7.49
615,zelenoborskiy,ru,66.84,32.36,20.24,64.0,0.0,9.51
617,shelburne,ca,44.08,-80.2,44.15,41.0,90.0,5.82
618,emerald,au,-23.53,148.16,71.72,88.0,8.0,2.8
619,cesvaine,lv,56.97,26.31,24.29,73.0,0.0,10.18
620,mogocha,ru,53.73,119.76,-1.73,65.0,0.0,2.35
621,ugu,in,6.55,6.44,85.4,60.0,24.0,11.41
622,praya,id,-8.71,116.27,73.4,100.0,92.0,2.35
623,ventspils,lv,57.39,21.56,32.0,93.0,0.0,16.11
624,port said,eg,25.34,30.55,68.3,16.0,0.0,7.38
625,jacksonville,us,30.33,-81.66,81.61,48.0,20.0,10.29
626,pacifica,us,37.61,-122.49,53.92,66.0,90.0,4.7
627,reshetnikovo,ru,56.45,36.57,16.46,81.0,24.0,14.2
628,huainan,cn,32.59,117.01,46.25,100.0,100.0,9.06
629,knysna,za,-34.04,23.05,62.6,93.0,0.0,8.05
630,uporovo,ru,56.31,66.27,34.91,97.0,92.0,23.94
631,sayyan,ye,15.17,44.32,56.24,31.0,24.0,3.47
632,bonavista,ca,48.65,-53.11,33.65,90.0,88.0,29.53
633,mozelos,pt,41.0,-8.56,51.8,71.0,40.0,3.36
634,provideniya,ru,64.42,-173.23,24.11,100.0,0.0,11.18
635,bubaque,gw,11.28,-15.83,86.0,48.0,0.0,9.17
637,daru,pg,7.99,-10.85,80.36,72.0,20.0,7.05
638,hami,cn,42.84,93.51,40.13,81.0,92.0,10.18
639,kungurtug,ru,50.6,97.53,0.17,60.0,0.0,2.57
641,sao joao da ponte,br,-15.93,-44.01,79.01,75.0,20.0,4.14
642,juneau,us,58.3,-134.42,36.66,93.0,75.0,4.7
643,ossora,ru,59.24,163.07,2.78,84.0,12.0,15.1
644,magdagachi,ru,53.45,125.8,4.58,43.0,0.0,6.6
645,labuhan,id,-2.54,115.51,72.8,96.0,68.0,2.24
646,selma,us,36.57,-119.61,55.4,54.0,75.0,8.05
647,temir,kz,49.14,57.13,37.16,95.0,92.0,19.8
648,urengoy,ru,65.96,78.37,-1.82,70.0,44.0,6.93
649,kilindoni,tz,-7.91,39.67,83.06,100.0,12.0,7.72
650,okahandja,na,-21.98,16.91,62.6,88.0,32.0,1.12
651,tagusao,ph,9.19,117.81,76.76,99.0,8.0,4.36
652,liverpool,ca,53.41,-2.98,32.9,69.0,75.0,13.87
653,san jeronimo,mx,-13.65,-73.37,53.6,66.0,75.0,8.05
654,suez,eg,29.97,32.54,54.26,76.0,0.0,3.91
655,thinadhoo,mv,0.53,72.93,85.49,97.0,88.0,8.16
657,guanambi,br,-14.22,-42.78,77.39,69.0,0.0,5.93
658,joshimath,in,30.57,79.57,-1.1,87.0,8.0,1.34
659,muroto,jp,33.37,134.14,56.24,100.0,80.0,5.93
660,cacoal,br,-11.43,-61.44,83.78,75.0,20.0,2.8
661,paramirim,br,-13.44,-42.24,74.51,78.0,48.0,2.8
662,takoradi,gh,4.89,-1.75,81.44,99.0,8.0,9.28
664,srednekolymsk,ru,67.46,153.71,-19.1,56.0,56.0,6.38
665,hamilton,bm,32.3,-64.78,60.8,87.0,90.0,19.46
666,yabrud,sy,33.97,36.66,59.0,24.0,0.0,4.7
668,bam,ir,29.11,58.36,48.23,75.0,88.0,1.12
669,abbeville,us,50.11,1.83,31.17,80.0,90.0,11.41
670,lodeynoye pole,ru,60.73,33.55,29.33,91.0,92.0,14.54
671,tazovskiy,ru,67.47,78.7,-1.82,70.0,8.0,15.55
672,pimentel,pe,-3.7,-45.5,85.31,70.0,56.0,5.48
673,mon,in,26.73,95.03,52.82,93.0,0.0,1.57
674,nakasongola,ug,1.32,32.46,65.42,99.0,80.0,5.7
675,adre,td,13.47,22.2,68.39,16.0,0.0,9.17
676,taltal,cl,-25.41,-70.49,69.56,57.0,0.0,4.36
677,oranjestad,aw,12.52,-70.03,86.0,70.0,20.0,25.28
678,wasilla,us,61.58,-149.44,35.62,93.0,90.0,5.82
679,mandalgovi,mn,45.76,106.27,27.44,77.0,92.0,2.46
680,griffith,au,-34.29,146.06,50.39,74.0,0.0,2.68
681,hof,no,50.32,11.92,24.8,62.0,90.0,11.41
682,bereznik,ru,62.86,42.71,19.07,81.0,88.0,10.4
683,surgana,in,20.56,73.64,75.5,53.0,64.0,5.26
684,djambala,cg,-2.55,14.76,67.58,100.0,92.0,7.38
686,nome,us,30.04,-94.42,82.33,54.0,40.0,10.29
687,bahia de caraquez,ec,-0.6,-80.42,82.4,74.0,40.0,9.17
689,huanta,pe,-12.94,-74.25,71.6,49.0,75.0,6.93
691,gamba,ga,28.28,88.52,-1.82,65.0,0.0,4.25
692,bondo,cd,3.81,23.69,71.72,100.0,76.0,1.9
693,jasper,ca,33.83,-87.28,69.82,49.0,92.0,2.24
694,snasa,no,64.25,12.38,37.4,69.0,75.0,12.75
695,dmitriyevka,ru,43.08,41,47.96,75.0,88.0,3.13
696,priargunsk,ru,50.37,119.09,3.14,62.0,8.0,2.91
697,ojinaga,mx,29.56,-104.41,79.19,14.0,0.0,11.74
699,conselheiro lafaiete,br,-20.66,-43.79,80.6,51.0,75.0,4.7
700,kulhudhuffushi,mv,6.62,73.07,83.69,100.0,56.0,5.59
701,pedernales,do,0.07,-80.05,82.25,73.0,32.0,7.16
702,meadow lake,ca,54.13,-108.44,21.2,67.0,90.0,10.29
703,korbach,de,51.28,8.87,27.82,49.0,0.0,12.75
705,mao,td,19.55,-71.08,85.06,45.0,20.0,6.93
706,auki,sb,12.18,6.51,72.44,47.0,0.0,0.34
707,sao joao da barra,br,-21.64,-41.05,84.2,62.0,0.0,11.41
709,lukuledi,tz,-10.57,38.8,69.92,92.0,0.0,2.46
710,kirkenaer,no,60.46,12.06,8.99,69.0,0.0,2.35
711,bitung,id,1.44,125.19,75.2,94.0,40.0,2.24
712,neiafu,to,-18.65,-173.98,80.6,78.0,20.0,2.24
713,ust-kut,ru,56.78,105.75,7.82,72.0,32.0,2.35
714,houston,ca,29.76,-95.37,80.6,69.0,90.0,4.7
715,partizansk,ru,43.13,133.13,20.69,66.0,0.0,7.38
716,sinzheim,de,48.76,8.17,32.0,90.0,90.0,14.99
717,arman,ru,59.7,150.17,1.4,49.0,44.0,11.18
718,haines junction,ca,60.75,-137.51,28.16,88.0,0.0,2.68
719,bandar-e anzali,ir,37.47,49.46,51.8,76.0,0.0,4.7
720,yenagoa,ng,4.92,6.26,79.91,78.0,8.0,6.93
721,yablochnyy,ru,47.17,142.07,32.0,79.0,75.0,8.95
722,soro,in,11.71,7.41,74.06,38.0,0.0,5.37
723,ayan,ru,40.67,33.6,50.03,54.0,56.0,6.49
724,alamor,ec,-4.02,-80.02,84.2,66.0,40.0,10.29
725,lauria,it,40.05,15.84,45.98,100.0,100.0,3.58
727,poya,nc,-21.35,165.16,76.31,100.0,12.0,14.65
728,shira,ru,54.49,89.96,8.72,62.0,0.0,1.9
729,stodolishche,ru,54.18,32.65,4.31,61.0,0.0,8.16
730,panacan,ph,7.15,125.66,70.64,95.0,56.0,3.13
731,portadown,gb,54.42,-6.44,34.74,59.0,75.0,19.46
732,beloha,mg,-25.17,45.06,76.31,75.0,0.0,14.43
733,fereydun kenar,ir,36.69,52.52,48.6,87.0,0.0,4.7
734,vila franca do campo,pt,37.72,-25.43,62.6,93.0,40.0,12.75
736,nampula,mz,-15.12,39.26,78.8,78.0,40.0,5.37
737,dakar,sn,14.69,-17.45,69.8,68.0,0.0,11.41
738,antanifotsy,mg,-19.66,47.32,58.22,96.0,92.0,7.61
739,san andres,co,13.32,122.68,79.46,100.0,20.0,13.42
740,praia,cv,-20.25,-43.81,84.06,45.0,40.0,6.93
741,orastioara de sus,ro,45.73,23.17,34.64,100.0,88.0,0.89
742,bilma,ne,18.69,12.92,67.04,20.0,0.0,3.91
743,hobyo,so,5.35,48.53,81.17,78.0,100.0,14.43
744,tosya,tr,41.02,34.04,48.95,67.0,36.0,5.48
745,bilibino,ru,68.06,166.44,-9.47,65.0,44.0,4.59
746,corralillo,cu,22.98,-80.59,85.94,57.0,44.0,6.6
747,manikling,ph,6.87,126.09,81.71,100.0,32.0,7.38
748,ajra,in,16.12,74.21,64.61,94.0,8.0,2.68
749,rorvik,no,64.86,11.24,37.4,59.0,75.0,17.22
750,barcelos,br,41.53,-8.62,51.8,71.0,40.0,3.36
751,teguldet,ru,57.31,88.17,18.44,89.0,0.0,5.37
752,cochrane,ca,-47.25,-72.57,54.35,46.0,0.0,7.16
753,tutoia,br,-2.76,-42.27,86.0,74.0,40.0,9.17
754,kununurra,au,-15.77,128.74,75.2,100.0,48.0,7.38
755,svobodnyy,ru,53.85,40.53,-6.5,59.0,0.0,3.8
757,reitz,za,-27.8,28.43,53.45,98.0,44.0,2.68
758,norton shores,us,43.17,-86.26,50.36,12.0,1.0,11.41
760,nhamunda,br,-2.19,-56.71,78.2,98.0,20.0,3.24
761,scalea,it,39.82,15.79,53.36,100.0,92.0,15.21
762,taywarah,af,33.35,64.42,38.06,95.0,92.0,4.59
763,chisinau,md,47.01,28.86,19.4,92.0,90.0,6.93
764,kidal,ml,18.44,1.41,73.25,18.0,8.0,9.17
765,hervey bay,au,-25.3,152.85,76.31,100.0,56.0,5.37
766,ocampo,mx,13.56,123.37,77.57,98.0,80.0,7.38
767,semey,kz,50.41,80.25,11.24,76.0,32.0,4.25
768,aguai,br,46.3,11.4,33.58,93.0,40.0,3.36
769,ayagoz,kz,47.96,80.43,9.35,59.0,24.0,3.13
771,adrar,dz,27.87,-0.29,75.2,26.0,0.0,11.41
772,puerto escondido,mx,15.86,-97.07,80.6,74.0,75.0,11.41
773,kanigoro,id,-8.13,112.22,78.56,100.0,36.0,4.47
774,hailar,cn,49.2,119.7,-3.17,47.0,0.0,4.03
775,brae,gb,60.4,-1.35,28.4,79.0,0.0,5.82
776,wanning,cn,48.64,13.53,26.6,68.0,90.0,10.29
777,djibo,bf,14.1,-1.63,79.91,32.0,24.0,7.72
778,bhadrachalam,in,17.67,80.89,67.94,82.0,20.0,2.68
779,contamana,pe,-7.35,-75.01,88.82,66.0,8.0,2.13
780,jasdan,in,22.04,71.2,71.99,43.0,20.0,8.72
782,tsaratanana,mg,-16.8,47.65,67.49,94.0,12.0,3.47
783,george town,ky,5.42,100.33,78.62,88.0,75.0,2.24
784,benguela,ao,-12.58,13.4,75.86,100.0,92.0,3.69
785,boyolangu,id,-8.09,111.9,67.49,92.0,32.0,3.02
787,ukiah,us,39.15,-123.21,50.0,61.0,1.0,3.36
788,canala,nc,-21.52,165.96,75.2,78.0,20.0,3.91
789,inhambane,mz,-23.87,35.38,77.57,92.0,12.0,12.75
790,rocha,uy,-34.48,-54.34,71.09,97.0,80.0,14.76
791,bagepalli,in,13.78,77.8,69.8,88.0,20.0,5.82
793,sobolevo,ru,54.43,31.9,8.81,71.0,0.0,10.18
794,young,au,-32.7,-57.63,63.89,84.0,48.0,22.48
795,honiara,sb,-9.43,159.96,73.4,94.0,75.0,1.45
796,saiha,in,22.49,92.98,59.84,87.0,0.0,2.01
797,wamba,cd,2.14,27.99,67.22,97.0,64.0,2.8
798,ulaanbaatar,mn,47.92,106.92,24.8,85.0,0.0,2.24
799,grindavik,is,63.84,-22.43,43.74,100.0,90.0,14.99
800,porto tolle,it,44.95,12.32,44.6,75.0,75.0,25.28
801,phan thiet,vn,10.93,108.1,75.68,100.0,20.0,8.72
802,coahuayana,mx,18.62,-100.35,90.17,16.0,0.0,3.24
803,leshukonskoye,ru,64.9,45.76,6.56,70.0,68.0,7.72
804,fare,pf,-16.7,-151.02,82.7,97.0,88.0,15.43
805,sao gabriel,br,-30.34,-54.32,79.91,86.0,8.0,17.45
807,poum,nc,41.28,20.71,48.2,61.0,40.0,5.82
808,samarkand,uz,39.65,66.98,51.8,66.0,56.0,2.24
809,tual,id,-5.67,132.75,84.32,99.0,36.0,6.71
811,santa rosalia,mx,38.07,13.27,53.01,87.0,75.0,16.11
812,viedma,ar,-40.81,-62.99,68.21,34.0,0.0,14.32
813,umm kaddadah,sd,13.6,26.69,63.8,19.0,0.0,4.59
814,luau,ao,-10.7,22.23,67.76,96.0,20.0,2.13
815,petrovskiy,ru,50.75,41.98,4.76,78.0,64.0,7.05
817,haverfordwest,gb,51.8,-4.97,32.0,100.0,88.0,12.75
818,siddapur,in,13.66,74.91,71.36,99.0,56.0,2.46
819,sao jose da coroa grande,br,-8.9,-35.15,79.1,85.0,20.0,8.72
820,channel-port aux basques,ca,47.57,-59.14,28.16,100.0,24.0,33.33
821,diffa,ne,13.32,12.61,72.44,18.0,0.0,7.38
822,gasa,bt,27.91,89.73,-18.83,30.0,0.0,2.46
823,qostanay,kz,53.17,63.58,32.0,97.0,0.0,22.37
824,nioro,ml,13.79,-15.05,81.71,40.0,0.0,5.26
825,ambilobe,mg,-13.19,49.05,72.98,99.0,92.0,5.14
826,lachute,ca,45.66,-74.34,18.41,31.0,20.0,12.75
827,fernie,ca,49.5,-115.06,37.54,59.0,90.0,2.13
828,olga,ru,34.11,-118.17,57.36,50.0,1.0,6.93
829,troitsko-pechorsk,ru,62.71,56.19,-9.83,68.0,0.0,2.57
830,redlands,us,34.06,-117.19,58.41,44.0,75.0,3.36
831,igarka,ru,67.47,86.57,1.52,70.0,56.0,11.18
832,san javier,bo,37.81,-0.83,56.39,54.0,0.0,4.7
833,calama,cl,-22.46,-68.93,73.4,25.0,0.0,23.04
834,gboko,ng,7.32,9,86.48,56.0,44.0,10.63
835,shache,cn,38.42,77.24,36.8,77.0,0.0,2.68
836,kargasok,ru,59.06,80.87,28.16,84.0,64.0,7.94
837,banda aceh,id,5.56,95.32,73.61,100.0,12.0,2.35
838,denpasar,id,-8.65,115.22,66.68,100.0,24.0,0.89
839,flin flon,ca,54.77,-101.88,14.0,43.0,90.0,6.93
840,yinchuan,cn,38.48,106.21,36.62,85.0,44.0,2.35
841,papetoai,pf,-17.5,-149.87,84.2,70.0,75.0,4.7
842,omsukchan,ru,62.53,155.8,-13.25,75.0,64.0,5.59
843,trairi,br,-3.28,-39.27,83.51,100.0,20.0,15.21
844,grand-lahou,ci,5.24,-5,79.19,82.0,24.0,8.28
845,copiapo,cl,-27.37,-70.33,68.0,60.0,0.0,8.05
846,tashara,ru,55.52,83.51,14.84,83.0,0.0,7.38
847,uri,in,40.64,8.49,51.8,66.0,0.0,12.75
848,karczew,pl,52.08,21.25,24.8,49.0,0.0,8.05
849,dafeng,cn,33.2,120.46,45.62,99.0,92.0,13.98
851,sangar,ru,63.92,127.47,-22.79,33.0,0.0,4.7
853,gusau,ng,12.17,6.66,72.44,47.0,0.0,0.34
854,turayf,sa,31.68,38.65,60.8,31.0,0.0,11.41
855,zeya,ru,53.74,127.27,1.88,38.0,0.0,7.61
856,madang,pg,-5.21,145.81,74.33,100.0,64.0,3.91
858,talcahuano,cl,-36.72,-73.12,66.2,52.0,0.0,18.34
859,porto seguro,br,-16.44,-39.06,82.4,74.0,20.0,11.41
860,gazimurskiy zavod,ru,51.55,118.33,2.51,62.0,44.0,2.57
861,wattegama,lk,7.35,80.68,71.54,96.0,64.0,2.68
862,kudahuvadhoo,mv,2.67,72.89,84.68,99.0,0.0,9.62
863,doha,qa,25.29,51.53,71.6,43.0,0.0,6.93
864,desesti,ro,47.77,23.85,19.52,79.0,92.0,2.68
865,tessalit,ml,20.2,1.01,67.31,20.0,20.0,9.17
866,aasiaat,gl,68.71,-52.87,25.91,82.0,0.0,6.38
867,villa san giovanni,it,45.52,9.23,43.68,100.0,75.0,2.24
868,buenos aires,cr,-34.61,-58.44,71.83,46.0,0.0,13.87
869,ures,mx,30.73,-112.95,67.22,43.0,0.0,11.97
870,guantanamo,cu,-16.14,-62.05,84.2,66.0,40.0,11.41
871,saint-jerome,ca,45.78,-74,18.14,31.0,20.0,12.75
872,lingao,cn,19.91,109.69,67.49,96.0,20.0,2.13
873,conceicao do araguaia,br,-8.26,-49.26,84.23,87.0,20.0,3.02
874,straumen,no,63.87,11.3,36.68,93.0,90.0,23.04
875,mecca,sa,21.43,39.83,86.0,42.0,0.0,2.68
876,mataram,id,-5.32,105.06,73.61,96.0,56.0,1.68
877,el tigre,ve,8.89,-64.25,93.41,29.0,24.0,15.21
878,arkhangelsk,ru,64.54,40.54,21.2,92.0,90.0,11.18
879,pandan,ph,11.72,122.09,80.99,100.0,24.0,18.01
880,chara,ru,39.42,22.43,59.0,47.0,20.0,11.41
881,devonport,au,-41.18,146.36,57.68,95.0,92.0,21.47
882,pervomayskoye,ru,57.07,86.23,12.41,80.0,0.0,7.38
883,waynesboro,us,35.32,-87.76,58.95,55.0,75.0,3.36
884,iquitos,pe,-3.75,-73.25,89.6,62.0,75.0,5.82
885,kiama,au,-34.67,150.86,60.8,93.0,40.0,5.93
886,poltava,ua,49.59,34.55,13.58,87.0,88.0,16.33
887,henties bay,na,-22.12,14.28,62.18,100.0,0.0,4.25
888,sovetskiy,ru,56.76,48.47,-3.62,76.0,0.0,9.62
889,andra,ru,62.52,65.89,8.45,79.0,64.0,5.7
890,magaria,ne,13.0,8.91,73.52,42.0,12.0,4.59
891,mitsamiouli,km,-11.38,43.28,80.6,88.0,75.0,7.27
892,abu samrah,qa,35.3,37.18,58.58,42.0,76.0,9.84
894,luganville,vu,-15.51,167.18,82.79,99.0,88.0,11.3
895,prince george,ca,53.92,-122.75,35.6,80.0,1.0,5.82
896,coos bay,us,43.37,-124.22,50.0,66.0,75.0,8.05
